idx,query_id,pred_rank
9117,9117,"[3053, 1154, 9928, 13161, 12976, 35108, 10411, 1314, 10583, 34626, 11757, 6455, 5648, 12109, 9967, 4249, 10827, 1147, 8488, 57186, 460, 5966, 2345, 58178, 10717, 6777, 387, 2677, 12501, 3683, 383, 700, 8807, 66841, 68316, 6078, 5851, 339, 11649, 1756, 3698, 7902, 327, 8434, 2655, 7843, 10422, 199, 535, 174, 12588, 10589, 3958, 666, 40, 64546, 63674, 63376, 2916, 64552, 4612, 63604, 64814, 63704, 13128, 63772, 64551, 129374, 63713, 64545, 64626, 63584, 63136, 63423, 63359, 63603, 66760, 63273, 63173, 64544, 64523, 64485, 63500, 63426, 64813, 4194, 63180, 64470, 63240, 63608, 63181, 63223, 64565, 63123, 63830, 66823, 64801, 63164, 63372, 63465]"
7370,7370,"[75848, 74139, 76297, 70410, 69355, 70553, 76311, 67408, 70644, 70646, 77073, 76557, 63124, 76409, 67807, 76416, 67631, 76107, 66747, 74268, 70188, 67302, 74494, 63824, 65429, 67698, 64512, 74060, 65509, 71334, 75633, 63826, 72942, 71228, 64876, 67630, 64778, 66774, 63180, 65174, 69014, 75937, 64799, 69593, 63921, 67632, 7457, 71913, 63680, 73471, 63137, 11194, 63235, 2889, 74295, 66760, 69775, 6220, 70061, 63952, 75846, 1497, 64485, 63829, 68112, 129373, 5101, 75600, 66775, 1993, 64165, 64561, 3509, 68618, 76292, 177, 68318, 1057, 71226, 64338, 70046, 63466, 69519, 75857, 7987, 64269, 75649, 5340, 189, 70432, 64902, 21, 67224, 64800, 68379, 67381, 63273, 70032, 3122, 69205]"
2821,2821,"[29733, 31798, 98257, 31321, 31407, 94938, 38356, 35452, 5794, 32596, 2108, 31200, 6290, 29199, 2434, 33636, 35466, 5199, 29237, 7849, 32761, 6011, 84217, 2401, 31871, 2143, 28990, 7437, 28650, 10853, 6739, 29975, 7788, 94769, 8688, 30403, 9956, 28212, 929, 29021, 29388, 6388, 97925, 5737, 33239, 30212, 2180, 98485, 28180, 34442, 98484, 28996, 4715, 33853, 94937, 13739, 30044, 98186, 96497, 31437, 33579, 98486, 94945, 27207, 31240, 38230, 94967, 94968, 27316, 96487, 99571, 39569, 30388, 98494, 108540, 38175, 30209, 99201, 98198, 30799, 37234, 17424, 38325, 38357, 31045, 31055, 97691, 27462, 111642, 31358, 27978, 96244, 38891, 84278, 3772, 29753, 35065, 36529, 30746, 32040]"
5554,5554,"[15599, 13856, 8151, 4497, 8283, 7917, 1118, 2646, 111, 282, 6056, 10460, 3879, 3331, 2889, 4774, 24, 1050, 56607, 2329, 13914, 2880, 458, 16585, 803, 1567, 4965, 34243, 2892, 15230, 6271, 16584, 1168, 8375, 3329, 2151, 2347, 7716, 16583, 5164, 729, 58124, 15351, 2289, 494, 3840, 2077, 1214, 19644, 5718, 7793, 6689, 611, 7906, 15002, 16018, 4523, 8568, 5921, 4801, 1848, 21055, 3513, 8785, 8707, 4683, 15749, 9689, 10252, 2387, 5673, 6815, 3075, 2009, 9730, 19569, 2824, 16492, 5877, 3931, 1603, 5604, 17893, 178, 10394, 8520, 1281, 2978, 7234, 6550, 2983, 16022, 2825, 2617, 16513, 9861, 106, 11523, 10345, 1395]"
4240,4240,"[2329, 1631, 63099, 5078, 2466, 11580, 38357, 37010, 34623, 99910, 4413, 2328, 12028, 37660, 846, 37215, 13823, 35898, 96070, 94945, 35727, 3270, 37234, 36197, 95068, 36506, 11222, 95321, 6996, 95629, 95320, 3033, 35728, 37939, 98877, 33176, 95056, 95322, 36514, 99201, 99498, 10705, 665, 4074, 98021, 37529, 3605, 13539, 4738, 8269, 5915, 12281, 3748, 6591, 9460, 34209, 8222, 4676, 843, 7153, 11858, 7179, 1170, 56749, 6716, 7847, 2834, 3544, 4985, 3233, 33897, 1315, 8707, 8322, 35105, 1480, 8106, 543, 13601, 6551, 8784, 60123, 3721, 57462, 5720, 1004, 2832, 2786, 21985, 7652, 750, 5723, 34082, 902, 2718, 1741, 60052, 27646, 3558, 5589]"
2038,2038,"[29987, 57542, 8776, 13598, 5858, 944, 68, 9785, 13121, 117, 5746, 2363, 98136, 97804, 27584, 38367, 31633, 97718, 32771, 99241, 29006, 39278, 31661, 94983, 29450, 30615, 29314, 30660, 99786, 31221, 99727, 99729, 38859, 31717, 30636, 39306, 27896, 35749, 27862, 27432, 99728, 27427, 27813, 29379, 32182, 99108, 28713, 95073, 30493, 39204, 32274, 99777, 36745, 27691, 99097, 28426, 97875, 27807, 28419, 28083, 39455, 33215, 38935, 35490, 31151, 30646, 32904, 28238, 29208, 38675, 27721, 29991, 31089, 99245, 31593, 31579, 30254, 28771, 128235, 30772, 37378, 28723, 2431, 189, 38512, 28966, 30100, 28773, 4270, 33135, 99093, 7330, 99793, 28980, 31730, 32452, 1763, 98054, 27378, 12991]"
1364,1364,"[27802, 29287, 29450, 37378, 38825, 35440, 31234, 38566, 35860, 38854, 30493, 38595, 27411, 32004, 35859, 29431, 33309, 8733, 38401, 7621, 38859, 3212, 38367, 39307, 3565, 38857, 3231, 1626, 38831, 28042, 35824, 22079, 30312, 27782, 2103, 30287, 39305, 6826, 10818, 38860, 38711, 4209, 38522, 32694, 27213, 94977, 28773, 39306, 38858, 35507, 29121, 30254, 27628, 39628, 27862, 27887, 31633, 28886, 39775, 27807, 38917, 31987, 213, 30701, 38718, 31222, 28657, 150, 31917, 709, 27691, 27771, 29380, 94983, 27917, 4315, 38995, 30159, 8556, 30935, 35673, 8038, 5082, 3879, 38716, 33656, 1687, 31017, 1581, 361, 30819, 98576, 31061, 30134, 578, 32774, 29314, 9965, 39785, 94964]"
8841,8841,"[2480, 79462, 7405, 2828, 25343, 1969, 1140, 10211, 11665, 79629, 11256, 58001, 1107, 82096, 2797, 592, 13575, 59374, 80070, 8385, 326, 396, 3155, 13805, 10231, 11179, 8103, 12663, 56822, 89055, 1618, 81129, 10279, 4184, 3916, 82073, 13375, 4003, 77502, 25672, 1604, 35270, 279, 3173, 35318, 80028, 3451, 35300, 56920, 35147, 13594, 6914, 1098, 83010, 23000, 34431, 10798, 34388, 22049, 34607, 58286, 2492, 5660, 23108, 6453, 8923, 7688, 10180, 8412, 59787, 59794, 4734, 22304, 56616, 78548, 78727, 59791, 2022, 59785, 1251, 22395, 60543, 5508, 4209, 24341, 1311, 59789, 34864, 59897, 26099, 24189, 59372, 79500, 84341, 13674, 3482, 8805, 2658, 34991, 3337]"
6021,6021,"[36694, 36253, 36968, 95478, 36040, 35929, 32489, 83924, 36419, 38035, 36388, 31498, 83806, 38530, 36604, 30229, 36650, 99944, 36286, 94829, 98787, 29998, 33678, 83923, 98788, 27574, 37175, 99177, 35681, 28016, 30104, 30442, 38719, 94640, 35764, 39496, 28613, 36412, 33656, 35678, 96961, 83762, 99860, 35961, 39559, 36035, 99482, 35565, 39531, 83774, 27361, 31655, 36432, 28528, 29182, 30066, 98698, 36048, 83927, 29113, 83887, 98700, 27753, 16842, 97704, 33605, 27551, 15088, 36544, 38908, 33575, 33679, 39020, 94625, 14180, 36315, 27933, 27729, 95628, 98695, 33623, 14235, 35765, 83807, 98786, 35583, 98701, 33534, 14971, 35909, 98697, 14217, 38682, 98696, 31493, 15321, 96111, 29614, 98694, 36104]"
9031,9031,"[33574, 28340, 33274, 84094, 99132, 99802, 27512, 27680, 95997, 27795, 35509, 36044, 28202, 28245, 28272, 33680, 30043, 27750, 30504, 97790, 29057, 36043, 94644, 30756, 39088, 27833, 32617, 27320, 37782, 27440, 95681, 38428, 38512, 37768, 28017, 39211, 31630, 95713, 27694, 99072, 33249, 37654, 97874, 95973, 11610, 36151, 95472, 27452, 95469, 37754, 38870, 58432, 28572, 27686, 9459, 27259, 29061, 27746, 10, 39215, 32829, 1557, 27567, 27786, 98777, 4182, 31110, 31511, 30535, 95471, 13409, 38651, 37038, 15507, 5435, 35891, 2632, 1781, 38652, 39615, 28719, 95470, 34906, 27804, 27165, 84021, 95818, 8557, 27417, 37763, 35109, 16572, 27714, 38320, 11718, 98043, 38179, 351, 30783, 98656]"
