idx,query_id,pred_rank
9117,9117,"[2241, 3053, 34626, 4607, 1625, 12670, 59457, 12717, 7221, 13738, 3795, 5478, 1863, 9774, 3507, 8579, 880, 6659, 21958, 10410, 2987, 2899, 8420, 9686, 5501, 2232, 3205, 34661, 8292, 11627, 57284, 59244, 3942, 4384, 1154, 8010, 2735, 4315, 7716, 5625, 2304, 4397, 9928, 4871, 59235, 33674, 5860, 35108, 1295, 13161, 5405, 2693, 8823, 12976, 60668, 8688, 36120, 10411, 10981, 6267, 2943, 95423, 79660, 13890, 10583, 10232, 1656, 3200, 11757, 22096, 13043, 9878, 6455, 1589, 38583, 1830, 1314, 1764, 170, 8055, 3219, 186, 10379, 1549, 2314, 5648, 13383, 59267, 7498, 10450, 7083, 12109, 9820, 1020, 38366, 33655, 9967, 95003, 80148, 34853]"
7370,7370,"[66747, 67302, 63824, 63180, 63826, 65509, 64778, 64512, 64876, 64799, 63921, 63680, 66760, 64485, 63952, 68618, 129373, 63235, 64338, 63466, 64800, 63273, 64902, 64269, 64165, 64680, 64253, 65557, 64313, 65990, 64787, 64316, 64470, 63149, 69443, 63674, 64477, 63116, 64675, 64520, 64551, 63426, 69864, 64545, 64460, 68030, 64416, 64487, 64065, 63173, 66823, 63684, 63745, 63240, 129374, 63464, 63376, 63123, 63164, 68729, 63713, 63112, 65415, 66050, 65138, 66841, 63481, 69442, 64427, 64553, 63181, 63585, 63609, 63830, 63584, 68316, 64621, 63370, 64552, 64801, 63377, 63148, 64521, 64798, 63501, 64626, 64311, 64796, 63603, 64476, 64332, 63602, 64544, 65076, 64863, 63136, 63465, 63500, 64352, 63425]"
2821,2821,"[29733, 38356, 28990, 31798, 36540, 98257, 31200, 33672, 30388, 31321, 94938, 36240, 31407, 35452, 97925, 32596, 98485, 33636, 29237, 98484, 37496, 29199, 31871, 35466, 29706, 29975, 32761, 36037, 37738, 84217, 30403, 94769, 96497, 96487, 28212, 37009, 33707, 98186, 36162, 37166, 99571, 37572, 36053, 29021, 17424, 108540, 36905, 98486, 33239, 98198, 28650, 38761, 94937, 111642, 39748, 31437, 38230, 97691, 96199, 94945, 96244, 38325, 29388, 36712, 98494, 30212, 36640, 36001, 28996, 28180, 32506, 99201, 39569, 38891, 17745, 27921, 94967, 39440, 35065, 94968, 98200, 30044, 31240, 38207, 33520, 19510, 97285, 33579, 94991, 37925, 94979, 39648, 84303, 36279, 37234, 36865, 95915, 30638, 29361, 98659]"
5554,5554,"[16585, 15599, 16583, 16550, 16584, 15230, 15351, 15674, 19644, 14490, 16018, 14359, 15002, 17224, 14491, 21055, 15749, 14783, 16492, 15205, 14012, 19569, 14679, 17893, 16513, 14186, 14680, 16022, 17043, 16032, 14784, 16198, 14155, 19717, 16493, 16514, 16510, 14945, 8603, 14494, 16051, 16331, 15956, 16021, 15520, 13007, 14675, 21689, 16222, 21723, 15330, 16041, 17042, 19643, 14648, 14413, 14823, 15242, 16230, 15741, 17736, 15620, 17728, 15852, 19134, 15358, 14699, 19276, 18898, 14554, 17222, 16976, 17211, 15680, 16589, 16561, 123842, 18036, 17040, 14510, 19312, 17371, 14379, 17428, 15589, 15046, 20198, 14194, 3772, 14572, 16553, 17946, 14389, 127971, 14156, 21572, 17379, 14978, 14216, 19718]"
4240,4240,"[3033, 1631, 2329, 665, 116, 6938, 178, 2466, 5078, 11580, 1807, 63099, 4413, 34542, 34623, 1757, 846, 6996, 4676, 11222, 3270, 15, 13823, 543, 1831, 3666, 4074, 1057, 2328, 187, 2131, 2927, 189, 12028, 769, 10705, 772, 3748, 8269, 929, 795, 13539, 632, 1127, 5915, 3605, 843, 395, 7153, 5794, 1151, 390, 12281, 913, 1170, 7179, 22075, 8090, 2834, 8286, 6591, 10433, 1785, 7847, 3544, 4738, 3638, 6716, 1980, 8222, 8707, 5589, 3259, 350, 9460, 119, 10161, 5272, 56749, 8322, 902, 5443, 1995, 4985, 6551, 1832, 5809, 35105, 708, 11858, 1641, 8784, 1048, 1064, 5723, 2236, 4425, 2832, 34209, 601]"
2038,2038,"[29987, 98136, 97804, 97718, 38367, 99241, 39278, 31633, 27584, 94983, 32771, 99786, 99727, 29006, 99729, 30615, 29450, 31661, 29314, 99728, 39204, 31717, 27862, 31221, 39306, 99108, 38859, 99777, 99097, 35749, 30636, 30660, 97875, 28713, 39455, 128235, 95073, 27432, 30493, 27896, 27813, 32274, 36745, 32182, 99245, 27427, 31593, 38935, 29379, 28238, 38675, 28426, 37378, 31151, 28709, 99093, 28771, 28419, 99793, 33215, 98054, 28181, 99194, 30100, 27721, 38512, 27807, 30254, 30646, 23756, 35490, 30855, 28723, 33135, 97674, 98144, 35549, 28966, 120355, 28083, 27511, 32904, 31579, 28093, 83966, 34968, 35745, 38825, 32990, 37128, 27691, 29112, 31234, 36566, 99733, 120937, 28980, 29991, 27593, 96021]"
1364,1364,"[35440, 29287, 27802, 37378, 38825, 29450, 38566, 27628, 38854, 30493, 27411, 38595, 31234, 35860, 32004, 31222, 30419, 27691, 39307, 35859, 38831, 28197, 38367, 38401, 28773, 27762, 29431, 38859, 33309, 36721, 35824, 39305, 38860, 38857, 30669, 31537, 29368, 27782, 30345, 94977, 28042, 27862, 38522, 30636, 27887, 39306, 30312, 29913, 38711, 27251, 28886, 38858, 27213, 39775, 39628, 38995, 94964, 35507, 30254, 30287, 28541, 29082, 27737, 31917, 32694, 38817, 31113, 27807, 30701, 94983, 29121, 27800, 30935, 38917, 30134, 27771, 72842, 27530, 97548, 38718, 35673, 33247, 98576, 29137, 31633, 31987, 29972, 28595, 39785, 5082, 32729, 27258, 31017, 27591, 32774, 27215, 30159, 27707, 61282, 31262]"
8841,8841,"[79462, 2480, 7405, 22, 1140, 71, 79629, 470, 326, 598, 2828, 82096, 1969, 174, 10211, 9047, 11665, 200, 532, 80070, 11256, 463, 58001, 6524, 982, 1314, 1064, 81129, 59374, 5098, 13575, 1098, 2123, 77502, 10231, 3074, 80028, 396, 82073, 1107, 13805, 3155, 11179, 89055, 592, 56822, 12663, 2797, 3916, 8385, 83010, 35318, 8103, 13375, 35300, 35270, 1604, 10279, 4184, 78727, 56920, 60543, 1618, 6914, 3173, 35147, 4003, 13594, 34431, 3451, 22049, 279, 25672, 189, 34388, 59785, 51, 59794, 10798, 78548, 5660, 15, 58286, 34607, 59791, 59787, 2923, 59789, 2492, 8923, 60398, 7688, 8412, 4399, 80596, 124, 1151, 79500, 10180, 893]"
6021,6021,"[36694, 36253, 36968, 95478, 35929, 32489, 36388, 83806, 36419, 99944, 36040, 31498, 98787, 83924, 30229, 38530, 38035, 36604, 94829, 98788, 99177, 35458, 36650, 29998, 27574, 35681, 37175, 35489, 30104, 36286, 32878, 96961, 33678, 99482, 28016, 28772, 30442, 99860, 27959, 39496, 36412, 27999, 83923, 39559, 38245, 35445, 98698, 27300, 94640, 33656, 28613, 28928, 38719, 98700, 35764, 28528, 97704, 27530, 27361, 98695, 27995, 27672, 27753, 30839, 27823, 83762, 28576, 98786, 31655, 83927, 98701, 95628, 39531, 36035, 98697, 36315, 35961, 98696, 29760, 36432, 29182, 35678, 83774, 27292, 98694, 28190, 83887, 35565, 94625, 36048, 38908, 96111, 27568, 33014, 98785, 27551, 99785, 28672, 30066, 28040]"
9031,9031,"[95997, 94772, 99132, 33635, 84167, 35786, 33574, 30749, 36492, 33274, 99802, 33653, 35650, 28668, 28920, 27680, 36252, 28391, 28340, 36044, 84094, 28672, 39090, 35696, 35509, 27512, 36982, 33644, 28780, 36812, 27795, 27933, 97790, 28873, 33675, 36469, 97014, 28272, 30043, 33512, 36040, 28202, 33294, 36034, 38761, 30504, 27750, 38478, 27277, 29057, 35966, 33621, 95681, 28245, 37782, 33077, 30075, 33558, 31393, 36944, 36581, 27320, 36414, 39088, 95713, 28547, 27440, 33575, 38899, 31477, 35598, 84036, 35835, 27833, 36063, 39211, 27694, 97874, 28520, 27193, 35866, 35831, 35970, 39255, 95472, 27248, 38428, 99072, 36043, 29078, 35639, 33249, 33680, 27786, 35823, 95973, 36151, 36644, 37180, 33643]"
