idx,query_id,pred_rank
9117,9117,"[2241, 3053, 34626, 4607, 1625, 12670, 59457, 12717, 2899, 7221, 13738, 3795, 5478, 9774, 1589, 3507, 5474, 6659, 8041, 21958, 9878, 8420, 56606, 880, 5501, 1096, 2232, 1863, 34661, 7498, 1656, 57284, 59244, 8688, 1020, 1154, 8010, 10410, 8292, 4938, 7716, 6811, 2304, 9928, 59267, 3219, 1295, 59235, 70, 33674, 5860, 35108, 8828, 1830, 13161, 5405, 5482, 12976, 60668, 6456, 8823, 36120, 10411, 2987, 34196, 2943, 95423, 79660, 2343, 10583, 10232, 3200, 10525, 8683, 2735, 11757, 22096, 5598, 6455, 747, 38583, 1314, 9892, 1764, 4871, 170, 186, 10379, 1549, 1732, 8514, 4384, 5648, 3430, 13383, 60213, 3559, 12109, 9820, 6267]"
7370,7370,"[66747, 67302, 63824, 64512, 65509, 63826, 63180, 64876, 64778, 63921, 64799, 63680, 63952, 66760, 63235, 68618, 64485, 129373, 63466, 64269, 64165, 64902, 64338, 64800, 63273, 64680, 64253, 64470, 65557, 63149, 64313, 65990, 69443, 64316, 64787, 63674, 64675, 64477, 63116, 64520, 63426, 64416, 68030, 66823, 69864, 64551, 64460, 64545, 63376, 63240, 64487, 129374, 64065, 63745, 63684, 63173, 65415, 63464, 63123, 63713, 68729, 63585, 63830, 68316, 63164, 64427, 63112, 69442, 65138, 66050, 63181, 66841, 64544, 63359, 63481, 63501, 64553, 63584, 63500, 63609, 64801, 64621, 64552, 63148, 64798, 64894, 64626, 64311, 63370, 64521, 63136, 63465, 63377, 64332, 63484, 64476, 65076, 64863, 64796, 63117]"
2821,2821,"[29733, 38356, 28990, 31798, 36540, 98257, 31200, 33672, 30388, 31321, 94938, 36240, 31407, 35452, 97925, 32596, 98485, 33636, 29237, 98484, 37496, 29199, 31871, 35466, 29706, 29975, 32761, 36037, 37738, 84217, 30403, 94769, 96497, 96487, 28212, 37009, 33707, 98186, 36162, 37166, 99571, 37572, 36053, 29021, 17424, 108540, 36905, 98486, 33239, 98198, 28650, 38761, 94937, 111642, 39748, 31437, 38230, 97691, 96199, 94945, 96244, 38325, 29388, 36712, 98494, 30212, 36640, 36001, 28996, 28180, 32506, 99201, 39569, 38891, 17745, 27921, 94967, 39440, 35065, 94968, 98200, 30044, 31240, 38207, 33520, 19510, 97285, 33579, 94991, 37925, 94979, 39648, 84303, 36279, 37234, 36865, 95915, 30638, 29361, 98659]"
5554,5554,"[16583, 15599, 18037, 14490, 14012, 14491, 14680, 16585, 17379, 16584, 14679, 15230, 14186, 18036, 15351, 14389, 19644, 16018, 15002, 21055, 15749, 16492, 15205, 19569, 17893, 16513, 14359, 16022, 17043, 16032, 16198, 14155, 16493, 16514, 16510, 8603, 14494, 16051, 16331, 16021, 13007, 14675, 21689, 21723, 17042, 15674, 19643, 14648, 16550, 14413, 14823, 16230, 17736, 17224, 17728, 15852, 19134, 14945, 14699, 19276, 18898, 16976, 17211, 15680, 16589, 16561, 123842, 17040, 14510, 19312, 17371, 14379, 17428, 15046, 20198, 3772, 14572, 16553, 17946, 127971, 21572, 14978, 17360, 34972, 17351, 16249, 14652, 14471, 21501, 18634, 14450, 16554, 20597, 18187, 40996, 14681, 21692, 14697, 18052, 19723]"
4240,4240,"[2329, 4676, 3033, 34542, 1631, 2466, 5078, 11580, 63099, 4413, 187, 34623, 390, 1831, 2927, 846, 1127, 6996, 929, 11222, 34455, 1641, 3666, 3270, 13823, 665, 22075, 1832, 4074, 2236, 2328, 1980, 2108, 2850, 12028, 10161, 5747, 10705, 169, 3748, 5307, 395, 8269, 8286, 7499, 13539, 769, 1200, 5915, 3605, 3638, 843, 6504, 5794, 7153, 1591, 8053, 116, 12281, 5030, 178, 1170, 12065, 7179, 5361, 1995, 4425, 2834, 6591, 1057, 9631, 1785, 5809, 7847, 1029, 3544, 5272, 4738, 708, 6716, 6938, 8222, 10433, 8707, 1760, 3943, 8417, 9460, 6745, 56749, 8322, 7713, 300, 902, 11399, 4389, 4985, 6551, 8605, 7849]"
2038,2038,"[29987, 98136, 97804, 97718, 38367, 99241, 39278, 31633, 27584, 94983, 32771, 99786, 99727, 29006, 99729, 30615, 29450, 31661, 29314, 99728, 39204, 31717, 27862, 31221, 39306, 99108, 38859, 99777, 99097, 35749, 30636, 30660, 97875, 28713, 39455, 128235, 95073, 27432, 30493, 27896, 27813, 32274, 36745, 32182, 99245, 27427, 31593, 38935, 29379, 28238, 38675, 28426, 37378, 31151, 28709, 99093, 28771, 28419, 99793, 33215, 98054, 28181, 99194, 30100, 27721, 38512, 27807, 30254, 30646, 23756, 35490, 30855, 28723, 33135, 97674, 98144, 35549, 28966, 120355, 28083, 27511, 32904, 31579, 28093, 83966, 34968, 35745, 38825, 32990, 37128, 27691, 29112, 31234, 36566, 99733, 120937, 28980, 29991, 27593, 96021]"
1364,1364,"[35440, 29287, 27802, 37378, 38825, 29450, 38566, 27628, 38854, 30493, 27411, 38595, 31234, 35860, 32004, 31222, 30419, 27691, 39307, 35859, 38831, 28197, 38367, 38401, 28773, 27762, 29431, 38859, 33309, 36721, 35824, 39305, 38860, 38857, 30669, 31537, 29368, 27782, 30345, 94977, 28042, 27862, 38522, 30636, 27887, 39306, 30312, 29913, 38711, 27251, 28886, 38858, 27213, 39775, 39628, 38995, 94964, 35507, 30254, 30287, 28541, 29082, 27737, 31917, 32694, 38817, 31113, 27807, 30701, 94983, 29121, 27800, 30935, 38917, 30134, 27771, 72842, 27530, 97548, 38718, 35673, 33247, 98576, 29137, 31633, 31987, 29972, 28595, 39785, 5082, 32729, 27258, 31017, 27591, 32774, 27215, 30159, 27707, 61282, 31262]"
8841,8841,"[22, 9047, 2480, 79462, 326, 7405, 1140, 79629, 2828, 82096, 1969, 10211, 11665, 22049, 80070, 11256, 58001, 81129, 59374, 13575, 77502, 10231, 1098, 80028, 396, 82073, 1107, 13805, 3155, 11179, 89055, 592, 56822, 12663, 2797, 3916, 83010, 35318, 8103, 13375, 8385, 35300, 35270, 1604, 10279, 51, 4184, 78727, 56920, 60543, 1618, 6914, 648, 3173, 35147, 4003, 690, 13594, 34431, 3451, 25672, 1042, 893, 34388, 189, 59785, 279, 59794, 10798, 78548, 5660, 15, 58286, 34607, 59791, 638, 59787, 1757, 59789, 2492, 8923, 399, 60398, 7688, 8412, 80596, 152, 393, 79500, 10180, 56616, 3384, 5508, 6453, 81773, 4734, 59795, 1251, 59372, 5578]"
6021,6021,"[36694, 36253, 30947, 36968, 30839, 95478, 32878, 27999, 29512, 27823, 32759, 35929, 32489, 36388, 83806, 36419, 99944, 36040, 31498, 98787, 83924, 30229, 38530, 38035, 36604, 94829, 98788, 99177, 36650, 29998, 27574, 35681, 37175, 36286, 96961, 33678, 99482, 30442, 99860, 39496, 36412, 83923, 39559, 98698, 94640, 33656, 28613, 38719, 98700, 35764, 28528, 97704, 30104, 28016, 27361, 98695, 27753, 83762, 98786, 31655, 83927, 98701, 95628, 39531, 36035, 98697, 36315, 35961, 98696, 36432, 29182, 35678, 83774, 98694, 83887, 35565, 94625, 36048, 38908, 96111, 98785, 27551, 99785, 30066, 98699, 97070, 27729, 96127, 36319, 29113, 33605, 39544, 33679, 39020, 27511, 94861, 27458, 28316, 36260, 35765]"
9031,9031,"[95997, 94772, 99132, 33635, 84167, 35786, 33574, 30749, 36492, 33274, 99802, 33653, 35650, 28668, 28920, 27680, 36252, 28391, 28340, 36044, 84094, 28672, 39090, 35696, 35509, 27512, 36982, 33644, 28780, 36812, 27795, 27933, 97790, 28873, 33675, 36469, 97014, 28272, 30043, 33512, 36040, 28202, 33294, 36034, 38761, 30504, 27750, 38478, 27277, 29057, 35966, 33621, 95681, 28245, 37782, 33077, 30075, 33558, 31393, 36944, 36581, 27320, 36414, 39088, 95713, 28547, 27440, 33575, 38899, 31477, 35598, 84036, 35835, 27833, 36063, 39211, 27694, 97874, 28520, 27193, 35866, 35831, 35970, 39255, 95472, 27248, 38428, 99072, 36043, 29078, 35639, 33249, 33680, 27786, 35823, 95973, 36151, 36644, 37180, 33643]"
