idx,query_id,pred_rank
9117,9117,"[2241, 4607, 34626, 1625, 3053, 1732, 12670, 59457, 5598, 12717, 10223, 4938, 1656, 7221, 11764, 70, 13738, 56968, 34661, 880, 5478, 1830, 59272, 57284, 8506, 21958, 34196, 6659, 1087, 2899, 5474, 9774, 3219, 3507, 5482, 8514, 8420, 8683, 9878, 2304, 1295, 7716, 865, 2232, 34195, 1096, 1020, 5501, 2208, 1444, 59244, 35108, 3971, 1821, 59235, 2023, 8010, 9928, 8041, 5405, 3200, 56606, 2693, 9820, 13161, 7138, 7078, 1681, 1154, 60668, 7178, 5860, 1589, 59267, 79660, 2230, 12976, 1549, 3795, 8688, 2920, 9892, 33674, 2343, 80148, 6909, 10232, 2943, 10827, 186, 10328, 10410, 60232, 2987, 3026, 5823, 57186, 10525, 1439, 10379]"
7370,7370,"[66747, 67302, 63824, 64512, 63826, 63180, 64876, 64778, 65509, 63921, 64799, 63680, 63466, 66760, 63952, 63235, 64269, 68618, 64485, 64165, 64902, 64800, 64338, 63273, 129373, 64680, 63116, 64313, 64253, 64316, 65990, 65557, 64551, 64787, 69864, 69443, 63674, 64545, 63426, 64520, 64675, 63684, 64460, 64477, 66823, 64065, 63376, 63123, 68030, 64487, 63713, 64416, 64553, 63481, 63164, 68729, 129374, 64470, 63173, 63112, 63464, 63745, 63181, 63585, 63149, 68316, 63830, 64427, 63359, 69442, 65138, 63240, 66841, 66050, 64801, 63584, 63501, 63136, 65415, 63425, 64544, 63609, 64565, 63500, 64332, 63148, 64894, 64626, 63370, 64521, 63465, 63377, 64798, 64476, 63117, 63704, 65076, 64863, 64352, 63772]"
2821,2821,"[29733, 38356, 36540, 94938, 33672, 98257, 36240, 31321, 39748, 31200, 96199, 98484, 28990, 31407, 37496, 32761, 36037, 36640, 30403, 29237, 37572, 35452, 97925, 94967, 29975, 36162, 36053, 98485, 94937, 94769, 30388, 36905, 37875, 37925, 28650, 36865, 28212, 36001, 96497, 98486, 33636, 94945, 39440, 33176, 37234, 38357, 32596, 95915, 98494, 96244, 99201, 36170, 35466, 29104, 29021, 28180, 35795, 99571, 36050, 37738, 39569, 37185, 98186, 36506, 35768, 36686, 36737, 30167, 29199, 84278, 96053, 31533, 31871, 32040, 30638, 33707, 31594, 39648, 35964, 98659, 36239, 33152, 28272, 35623, 36161, 30212, 31798, 98198, 35728, 37529, 84217, 36710, 35613, 96576, 35065, 95696, 27316, 32002, 94730, 96487]"
5554,5554,"[16583, 15599, 18037, 16331, 14490, 14012, 14491, 14680, 16585, 17379, 14379, 16584, 14679, 14186, 18036, 15230, 21055, 14389, 19644, 16550, 16018, 15351, 17893, 15002, 14494, 19312, 16333, 19569, 18898, 16492, 14359, 16334, 15749, 16554, 14991, 14648, 14399, 15895, 15382, 16022, 16553, 16493, 18381, 17043, 15674, 16332, 16198, 17224, 18122, 17728, 127971, 21702, 14969, 16051, 17324, 16230, 16561, 16249, 16513, 17042, 16589, 15852, 18380, 16514, 17946, 19134, 15642, 17428, 17214, 15046, 14681, 17321, 16510, 15312, 16032, 17351, 16037, 17360, 17223, 14572, 15958, 16021, 18634, 14510, 17736, 16526, 15205, 14699, 17371, 14450, 19276, 18716, 20682, 18123, 14471, 19143, 14978, 16030, 20714, 19422]"
4240,4240,"[2329, 4676, 3033, 34542, 1631, 11580, 2466, 63099, 5078, 34623, 187, 4413, 390, 6996, 1831, 2927, 1127, 11222, 929, 846, 34455, 1641, 3666, 13823, 665, 2328, 12028, 3270, 22075, 1832, 2236, 1980, 4074, 2108, 2850, 10161, 5747, 10705, 169, 8269, 5307, 3748, 395, 8286, 843, 7499, 769, 1200, 5915, 3605, 3638, 7153, 5794, 13539, 1591, 8053, 116, 7179, 5030, 6504, 178, 12281, 12065, 5361, 6591, 1995, 2834, 4425, 1170, 9631, 1785, 5809, 8707, 1029, 3544, 5272, 4738, 708, 7847, 6938, 8222, 10433, 8322, 1760, 6716, 3943, 8417, 1057, 6745, 56749, 5723, 3233, 7713, 300, 8784, 11399, 4389, 6551, 9460, 8605]"
2038,2038,"[29987, 98136, 97804, 97718, 31717, 38367, 99241, 39278, 99727, 27584, 99728, 99786, 31633, 30615, 99245, 29006, 99108, 32771, 29450, 31661, 97875, 39455, 94983, 31221, 39306, 29314, 30493, 99097, 99729, 35749, 30636, 27862, 95073, 39204, 28713, 128235, 27896, 99793, 38859, 27432, 32274, 27813, 31593, 37378, 99093, 28238, 36745, 31151, 32182, 98054, 97674, 30254, 30646, 38512, 28181, 119739, 28709, 30660, 28426, 99777, 27427, 28083, 37128, 120355, 29112, 31579, 99194, 28771, 29379, 38831, 27721, 27511, 30100, 38675, 31234, 35549, 30855, 30772, 28966, 33215, 28093, 27593, 28419, 35745, 35490, 30771, 31730, 38127, 28773, 39450, 32004, 28980, 38351, 27207, 108988, 38825, 33341, 37766, 23756, 31798]"
1364,1364,"[35440, 27802, 27628, 29287, 37378, 38825, 29450, 38854, 38566, 30493, 31234, 27411, 38595, 31222, 35860, 38401, 38860, 32004, 29137, 39305, 38367, 36721, 35859, 30419, 27691, 30935, 38857, 29431, 28773, 38831, 27762, 39307, 38859, 35824, 30636, 30701, 30312, 27782, 33309, 28042, 38858, 28197, 94977, 28886, 30669, 39306, 38522, 30154, 27251, 31537, 27887, 30287, 38711, 27213, 29913, 39775, 27862, 29082, 28541, 32774, 94983, 30345, 38718, 94964, 38995, 31917, 35507, 32729, 29368, 33247, 29972, 38917, 38817, 32694, 31017, 29121, 39628, 28657, 27807, 30134, 30254, 27771, 30159, 98576, 29380, 31987, 31541, 30819, 39785, 5082, 35673, 29403, 31633, 29649, 31061, 27430, 97702, 38716, 98414, 1457]"
8841,8841,"[22, 9047, 79462, 2480, 7405, 326, 1140, 58001, 2828, 22049, 79629, 1969, 10211, 82096, 80070, 11256, 11179, 396, 11665, 81129, 10231, 59374, 3916, 13375, 3155, 1107, 77502, 35318, 89055, 2797, 13805, 1098, 80028, 56822, 592, 2591, 8103, 82073, 13575, 12663, 6914, 10279, 35300, 1604, 8385, 83010, 51, 4184, 35147, 1311, 78727, 648, 10798, 56920, 1618, 35270, 690, 13674, 3173, 34607, 279, 1042, 34388, 893, 58286, 189, 60543, 10180, 3451, 5508, 59372, 3482, 15, 11134, 56616, 59789, 4209, 638, 59897, 1757, 5660, 7688, 34991, 6453, 8923, 399, 2022, 59794, 152, 393, 34864, 5767, 11017, 3384, 34431, 78548, 13594, 4003, 5578, 59785]"
6021,6021,"[36253, 36694, 36447, 95478, 36968, 99944, 36388, 35929, 36419, 36040, 98788, 83806, 94829, 96961, 38035, 33678, 99177, 36604, 83924, 35681, 35764, 32489, 36286, 31498, 37175, 94640, 36412, 83923, 95628, 27574, 99860, 38530, 30229, 36650, 39020, 98787, 94625, 36319, 96127, 29998, 30442, 28547, 83762, 28528, 33656, 99996, 39496, 83887, 83807, 83927, 98785, 36048, 35678, 35961, 28218, 95431, 36432, 96126, 35565, 36035, 38719, 36647, 99036, 95701, 36315, 99785, 38805, 39531, 97070, 38310, 28613, 33605, 37756, 28016, 98695, 29182, 30104, 27729, 98696, 38908, 31493, 33679, 30970, 29113, 98698, 94577, 36368, 99482, 96273, 37789, 97071, 36104, 39559, 32974, 98786, 36266, 94861, 97704, 28826, 33623]"
9031,9031,"[27680, 94772, 28668, 39090, 36982, 84167, 99132, 33635, 97014, 33574, 38761, 38478, 27795, 27277, 33644, 27512, 33558, 36414, 35509, 36044, 35696, 33274, 97790, 28340, 37782, 35598, 35866, 35835, 38899, 27320, 36063, 28672, 27193, 39255, 31393, 28202, 35639, 33672, 99802, 30504, 28245, 36538, 35553, 39211, 36040, 29057, 95681, 28272, 27750, 95997, 27440, 38428, 84094, 39088, 99772, 38652, 30043, 31630, 27833, 36043, 38651, 36151, 27746, 27686, 95713, 39215, 38512, 37768, 27259, 33249, 38870, 95469, 28017, 37754, 37654, 98777, 27694, 99072, 84021, 32617, 31110, 95818, 28572, 27417, 95472, 37763, 97874, 28999, 27165, 27452, 95973, 27330, 27786, 27714, 98043, 27567, 99483, 35647, 98776, 99878]"
