idx,query_id,pred_rank
9117,9117,"[2241, 3053, 4607, 1625, 34626, 12670, 59457, 12717, 2899, 34661, 5478, 3795, 6659, 3507, 1589, 13738, 5474, 7221, 8041, 59244, 9878, 8420, 56606, 9774, 880, 1096, 1863, 7498, 1154, 5501, 1656, 2232, 8688, 1020, 21958, 7716, 8292, 9928, 4938, 10410, 59235, 6811, 35108, 59267, 57284, 3219, 13161, 1295, 60668, 70, 12976, 8828, 8010, 1830, 10411, 33674, 5482, 6456, 5860, 8823, 95423, 10583, 170, 34196, 11757, 2987, 10232, 2343, 6455, 10525, 79660, 8683, 1764, 2735, 1314, 5598, 1732, 747, 2304, 9892, 4871, 186, 95003, 5648, 5405, 8514, 4384, 12109, 36120, 1549, 3430, 60213, 9967, 13383, 3200, 3559, 80148, 6267, 4397, 3026]"
7370,7370,"[66747, 67302, 63824, 64512, 65509, 63826, 63180, 64876, 64778, 63921, 64799, 63680, 63952, 66760, 63235, 68618, 64485, 129373, 63466, 64165, 64269, 64902, 64338, 64800, 63273, 64680, 64253, 64470, 65557, 63149, 64313, 65990, 69443, 64316, 64787, 63674, 64675, 64477, 63116, 64520, 63426, 64416, 68030, 66823, 69864, 64551, 64460, 64545, 63376, 63240, 64487, 129374, 64065, 63745, 63684, 63173, 65415, 63464, 63123, 63713, 68729, 63585, 63830, 68316, 63164, 64427, 63112, 69442, 65138, 66050, 63181, 66841, 64544, 63359, 63481, 63501, 64553, 63609, 63584, 63500, 64552, 64801, 63148, 64621, 64894, 64626, 63370, 64521, 64798, 63465, 63377, 64311, 64476, 65076, 64863, 63136, 63484, 64796, 64332, 64352]"
2821,2821,"[29733, 31798, 38356, 28990, 36540, 98257, 33672, 36240, 30388, 31407, 31321, 35452, 97925, 98485, 37496, 98484, 94938, 31871, 38357, 37234, 29237, 32596, 98021, 36925, 29706, 36037, 99201, 37738, 35466, 29021, 28212, 31200, 96497, 84217, 96487, 33636, 37009, 36162, 33707, 84278, 37166, 37572, 99571, 36053, 17424, 27316, 36905, 108540, 29975, 94945, 98198, 38761, 39748, 30403, 111642, 32761, 84279, 38230, 97691, 96199, 33653, 96244, 31055, 38325, 37529, 36712, 30746, 39569, 36640, 35728, 36001, 32506, 36072, 38891, 31437, 39440, 17745, 27921, 35065, 27949, 38207, 33520, 19510, 97285, 28650, 94991, 27207, 94979, 37925, 39648, 94769, 84303, 36279, 28619, 36865, 99716, 95915, 30638, 98659, 29361]"
5554,5554,"[16583, 15599, 18037, 14490, 14012, 14491, 14680, 17379, 16584, 14679, 15230, 14186, 16585, 19644, 18036, 14389, 21055, 16492, 16018, 16513, 15351, 15205, 15002, 19569, 15749, 14359, 16022, 16032, 17893, 14675, 16198, 16510, 16021, 21723, 17043, 16493, 21689, 16514, 18052, 14155, 21061, 21572, 17717, 15674, 123842, 17042, 21692, 14648, 17044, 21699, 17715, 16230, 20597, 17224, 17728, 15852, 18898, 17977, 19276, 17040, 14699, 17211, 19027, 16561, 16589, 21674, 16976, 14823, 14510, 21501, 14379, 17428, 15046, 14572, 21193, 17946, 19643, 16051, 127971, 14978, 21498, 15680, 17360, 19312, 13007, 17351, 14652, 14494, 14471, 18634, 17371, 14450, 18946, 21682, 40996, 14681, 18939, 16554, 16331, 19723]"
4240,4240,"[2329, 4676, 34542, 3033, 1631, 11580, 6996, 2466, 187, 3270, 390, 846, 1831, 2927, 5078, 34623, 1127, 11222, 929, 10705, 34455, 1641, 3666, 63099, 4413, 22075, 902, 1832, 2236, 1980, 2108, 12281, 10161, 843, 5747, 2850, 7153, 169, 5307, 5915, 13823, 395, 6551, 7499, 1200, 769, 3638, 3605, 5794, 1170, 8053, 1591, 3748, 12028, 116, 6504, 5030, 2834, 6591, 178, 12065, 2328, 5361, 1995, 8269, 4738, 4425, 9631, 4074, 5809, 8222, 1785, 665, 1029, 1057, 5272, 5723, 9460, 708, 6938, 13539, 10433, 1760, 3995, 8286, 8417, 3943, 4985, 7652, 6745, 7847, 7713, 300, 11858, 11399, 4389, 7179, 8605, 7849, 3868]"
2038,2038,"[29987, 98136, 97804, 99729, 99097, 99777, 99241, 31221, 27584, 99728, 30615, 97875, 39278, 99786, 99727, 99733, 99774, 30646, 32771, 99309, 39204, 99270, 99704, 28713, 99793, 29006, 35749, 30636, 38367, 128235, 39455, 99764, 27432, 31317, 94983, 27813, 99726, 99355, 95073, 31089, 99454, 32274, 30660, 36745, 32182, 35490, 31593, 30621, 99337, 29449, 28238, 99093, 99236, 31717, 28426, 28709, 31151, 28980, 28771, 99085, 33215, 99245, 28181, 99481, 30100, 28419, 27721, 38512, 99439, 23756, 99768, 30855, 33135, 38932, 35549, 120355, 99308, 27511, 27899, 30724, 99393, 98124, 28093, 83966, 35745, 29314, 34968, 99108, 27796, 32990, 37128, 99769, 36566, 29112, 31234, 29035, 120937, 27378, 97718, 28354]"
1364,1364,"[35440, 29287, 27802, 37378, 31222, 29450, 38854, 31234, 27628, 30493, 38825, 38566, 30419, 35860, 27411, 32004, 29431, 38595, 38711, 28197, 28773, 33309, 27762, 39307, 38859, 27691, 36721, 35859, 38401, 38831, 29368, 30669, 31537, 27782, 94977, 30345, 28042, 39775, 27862, 35824, 30287, 30636, 27887, 29913, 30312, 38860, 27251, 39305, 28886, 31987, 30935, 27213, 38995, 94964, 29137, 35507, 28541, 38857, 27737, 31917, 94983, 38817, 38522, 31113, 28657, 27807, 30701, 27800, 38858, 30134, 72842, 27771, 38367, 27530, 97548, 39628, 32694, 38917, 29649, 35673, 33247, 29380, 39306, 29082, 28595, 32729, 5082, 27258, 27779, 27382, 27591, 30254, 31017, 39785, 27215, 27707, 30159, 61282, 99269, 31262]"
8841,8841,"[22, 9047, 2480, 79462, 59785, 326, 34431, 59384, 82096, 80028, 82073, 7405, 80596, 77502, 79629, 11017, 8103, 80070, 81626, 59794, 78599, 1107, 78548, 78450, 89055, 1098, 81773, 592, 83010, 2797, 78446, 82971, 59795, 22049, 59578, 79500, 80879, 10279, 8385, 81129, 3916, 4184, 1618, 82152, 51, 56822, 78727, 4003, 396, 648, 3451, 79324, 690, 25672, 8019, 35318, 60348, 279, 59374, 1042, 13805, 10798, 893, 8923, 189, 2828, 34607, 3173, 15, 34611, 13575, 2492, 34540, 638, 59880, 7688, 1757, 11256, 1604, 13211, 399, 13375, 5508, 60447, 393, 6453, 152, 33800, 60543, 1251, 3384, 56920, 3903, 4209, 13594, 5578, 11665, 6178, 4295, 1140]"
6021,6021,"[36253, 36694, 30947, 36968, 30839, 95478, 32878, 27999, 29512, 27823, 32759, 36388, 35929, 36040, 36419, 99944, 83924, 32489, 30229, 94829, 36650, 98788, 36604, 38035, 31498, 35681, 98787, 83806, 36286, 99860, 39496, 94640, 97704, 38530, 35764, 83923, 33678, 36412, 29998, 30442, 38719, 38908, 33656, 35678, 27574, 99482, 28016, 83927, 37756, 99785, 27361, 37175, 27753, 36018, 83762, 28528, 36319, 39531, 36035, 36315, 35961, 36432, 29182, 96961, 98786, 83887, 33402, 36048, 35565, 98698, 39559, 30104, 31655, 32923, 98700, 30066, 98701, 83774, 84165, 98695, 98697, 98696, 94625, 96127, 28218, 98694, 29113, 33605, 33679, 27511, 83807, 99177, 27729, 36020, 39020, 27458, 28316, 36260, 95628, 32335]"
9031,9031,"[95997, 94772, 33635, 99132, 84167, 35786, 30749, 33574, 36492, 33653, 36044, 35650, 28668, 28920, 36252, 35509, 28391, 84094, 28340, 28672, 28202, 39090, 35696, 36982, 33644, 28780, 36812, 27680, 27933, 99802, 39088, 28873, 33675, 36469, 97014, 95713, 27320, 33512, 36040, 38870, 33294, 38761, 28272, 28245, 36034, 27512, 38478, 33274, 27277, 35966, 33621, 27795, 97790, 30504, 33077, 30075, 33558, 31393, 36944, 30043, 36581, 27750, 36414, 38899, 28547, 35598, 33575, 27440, 35835, 31477, 27259, 84036, 36063, 98777, 27833, 27694, 27193, 28520, 35866, 35831, 29057, 35970, 39255, 95818, 95973, 27248, 35639, 29078, 33249, 27786, 35823, 36151, 36644, 37038, 37180, 33643, 33672, 33642, 33598, 39211]"
