idx,query_id,pred_rank
9117,9117,"[3053, 35108, 9928, 13161, 1154, 34626, 12976, 10827, 9967, 57186, 1314, 10583, 8807, 1147, 2345, 34072, 339, 7902, 460, 5966, 6455, 387, 3698, 11757, 10411, 4249, 199, 8488, 700, 5648, 3683, 58178, 22034, 383, 6078, 13075, 174, 2655, 57810, 10589, 64551, 12588, 63376, 63713, 129373, 59748, 63240, 64546, 63136, 63423, 63674, 64427, 63372, 63426, 64487, 63704, 63181, 5851, 10037, 67143, 63500, 64798, 12109, 63604, 64814, 63223, 64523, 66050, 63370, 63830, 129374, 63481, 63359, 63744, 64485, 10717, 64545, 666, 64544, 64311, 63123, 69442, 63501, 64796, 64626, 63584, 63745, 63772, 63431, 63430, 64476, 64813, 63465, 68729, 64312, 64352, 63164, 64800, 64565, 64331]"
7370,7370,"[62585, 62531, 62427, 62410, 62398, 62880, 62558, 62450, 62593, 127722, 62764, 127724, 62572, 62392, 62878, 75846, 127723, 76557, 65429, 70060, 75376, 74166, 67224, 74088, 75730, 67631, 77073, 74142, 75848, 66774, 67630, 75599, 75305, 76409, 74039, 74494, 69775, 76297, 69205, 74139, 67899, 68954, 71913, 73461, 67884, 67408, 74961, 74295, 75600, 76416, 64718, 74644, 69120, 73188, 75910, 66055, 69420, 73390, 70432, 73312, 71078, 67610, 63829, 66027, 76208, 76412, 74962, 69575, 75601, 67632, 74268, 64511, 67913, 76107, 64435, 66437, 70410, 67698, 70001, 63779, 64775, 67991, 67896, 70037, 74060, 68332, 74810, 71259, 70032, 63226, 63486, 75937, 72094, 63531, 64743, 75795, 67390, 70929, 64256, 67336]"
2821,2821,"[29733, 38356, 31321, 35466, 94938, 38357, 28990, 30403, 31407, 5794, 32761, 2434, 31798, 29237, 2108, 6290, 37234, 7849, 29975, 28212, 5199, 6011, 31200, 2401, 98257, 2143, 35452, 7788, 28650, 10853, 97925, 32596, 7437, 29021, 98484, 8688, 99201, 6739, 27316, 9956, 98485, 94945, 33636, 929, 94937, 6388, 31594, 35728, 5737, 94967, 4715, 34442, 96497, 84278, 33653, 2180, 33853, 37529, 13739, 33152, 31871, 94769, 33176, 30388, 84279, 27207, 29104, 30167, 99716, 28180, 84217, 96244, 95056, 95915, 98877, 31533, 98494, 38132, 30638, 39569, 31055, 99571, 29199, 28272, 27927, 99498, 95068, 39567, 95320, 97807, 35065, 37215, 30212, 39648, 27507, 97351, 31355, 37939, 96053, 96382]"
5554,5554,"[129089, 127718, 128990, 62404, 16584, 16583, 18052, 19312, 16492, 16553, 19644, 16332, 16018, 16554, 16585, 15599, 16514, 21055, 16333, 15230, 16021, 16513, 17893, 19027, 17043, 15749, 16198, 17717, 21674, 17321, 16032, 15351, 17324, 19164, 14675, 15967, 17977, 21702, 18898, 123842, 20597, 21723, 19569, 15002, 18381, 16051, 16493, 14494, 21763, 16022, 21682, 21673, 16739, 17042, 17211, 18830, 17044, 16738, 18122, 19313, 18880, 21699, 17715, 21887, 19107, 127680, 18716, 17736, 21683, 16550, 15958, 16494, 18380, 19031, 14529, 16399, 21193, 128378, 21572, 21713, 128297, 128134, 21718, 127729, 127866, 128381, 128132, 15895, 128801, 21061, 21689, 128186, 14991, 21501, 62836, 17371, 16526, 16334, 17040, 21538]"
4240,4240,"[2329, 11580, 38357, 1631, 37010, 3270, 2466, 5078, 99910, 63099, 6996, 34623, 37660, 37215, 11222, 35898, 96070, 846, 12028, 94945, 35727, 37234, 10705, 95068, 36197, 36506, 95321, 2328, 95629, 95320, 4413, 35728, 3033, 37939, 98877, 95056, 95322, 33176, 13823, 99201, 36514, 12281, 99498, 98021, 37529, 7153, 4738, 3605, 843, 902, 5915, 6591, 4676, 6551, 34209, 8222, 8269, 9460, 2834, 3233, 3748, 13539, 4074, 1170, 11858, 1315, 3995, 5723, 13766, 3721, 4985, 34082, 6539, 665, 33897, 8106, 7179, 7652, 1480, 543, 8322, 7847, 34522, 21985, 60052, 5720, 6716, 6150, 1741, 35105, 2786, 1004, 750, 616, 3544, 56749, 7205, 2718, 6684, 4542]"
2038,2038,"[57542, 8776, 13598, 5858, 944, 68, 29987, 9785, 13121, 117, 5746, 2363, 98136, 97804, 30615, 31221, 27584, 99097, 99729, 97875, 99728, 30646, 29006, 31317, 39278, 99777, 99727, 99786, 99241, 30636, 99774, 99793, 35749, 99309, 29449, 39455, 32771, 27432, 99764, 28713, 32274, 99270, 27813, 38367, 30863, 30660, 31717, 32182, 99355, 99733, 31151, 35490, 28426, 27899, 29791, 36745, 30724, 28238, 27796, 97718, 38512, 28980, 31593, 99245, 99454, 39204, 99726, 94983, 29472, 128235, 27721, 99337, 99481, 29112, 99093, 30650, 33215, 28197, 29415, 2431, 28181, 189, 99085, 32452, 27530, 98124, 28354, 28771, 4270, 29314, 7330, 28709, 95073, 31686, 1763, 30100, 29040, 12991, 31234, 6453]"
1364,1364,"[29287, 27802, 31234, 29450, 37378, 35440, 38854, 35860, 30493, 38825, 38566, 29431, 32004, 27411, 33309, 38711, 8733, 35859, 7621, 38595, 30287, 3212, 38401, 3565, 38859, 3231, 28042, 31222, 1626, 27782, 22079, 30312, 38857, 2103, 39307, 6826, 35824, 27213, 10818, 28657, 27628, 4209, 39305, 28886, 38860, 31987, 30701, 39775, 35507, 38831, 38858, 28773, 31017, 27887, 27862, 94977, 32729, 29380, 30935, 31917, 213, 38522, 33247, 32694, 150, 27807, 27518, 709, 38367, 27771, 4315, 38917, 33656, 27917, 94983, 8556, 5082, 8038, 39306, 3879, 35968, 38995, 1687, 39628, 30159, 35673, 1581, 31359, 361, 29137, 30134, 578, 27762, 27347, 29649, 9965, 38929, 12580, 94964, 39785]"
8841,8841,"[79462, 25343, 34431, 11017, 7405, 59785, 1107, 2797, 82096, 8103, 59384, 82073, 592, 2480, 56822, 8385, 79629, 326, 80028, 59794, 80070, 396, 80596, 10279, 77502, 89055, 78599, 81626, 4184, 78548, 3916, 1618, 83010, 10798, 279, 34607, 59795, 81773, 3451, 35318, 23000, 2828, 58001, 4209, 5508, 79500, 11134, 6453, 3173, 60348, 82971, 78450, 13375, 7688, 23108, 1098, 13805, 78446, 80879, 59374, 8923, 59578, 81129, 11256, 1604, 8019, 377, 22304, 4003, 22395, 56920, 34540, 13575, 3903, 59880, 78727, 24341, 5047, 1140, 26099, 8805, 13211, 84341, 24189, 79324, 34611, 1781, 5660, 6914, 26305, 11179, 26609, 35270, 23186, 84347, 82152, 23151, 22049, 60447, 22759]"
6021,6021,"[36253, 36694, 16068, 14321, 15291, 15812, 36968, 19207, 16842, 14806, 95478, 16054, 15772, 35929, 14220, 36040, 15124, 36419, 35764, 14139, 16056, 36388, 15333, 15193, 15138, 14830, 83924, 15493, 16315, 38035, 14904, 99944, 17270, 14831, 94829, 83923, 14452, 33678, 36286, 94640, 98788, 36604, 35681, 83806, 37756, 36650, 31498, 36020, 99860, 36412, 35678, 39020, 32489, 83927, 28016, 30229, 83807, 38908, 94625, 36018, 83762, 39496, 35961, 35565, 38530, 33656, 36319, 38719, 36035, 94577, 36048, 38310, 36432, 95628, 83887, 36647, 99036, 39531, 96127, 27933, 33605, 94878, 36320, 33575, 96126, 29113, 29182, 99996, 35641, 99785, 31493, 32923, 37175, 96961, 33679, 84281, 36544, 27574, 36104, 96273]"
9031,9031,"[27680, 28202, 28340, 33574, 99132, 35509, 28245, 27795, 39088, 36044, 27512, 84094, 37782, 97790, 30504, 27750, 33274, 27320, 32617, 38870, 38652, 84021, 27440, 99802, 31630, 27833, 36043, 38179, 27746, 27259, 37768, 30783, 29057, 28017, 39211, 27686, 95713, 39223, 36151, 95818, 27567, 99772, 28572, 27452, 11610, 30043, 98043, 33249, 99072, 27165, 58432, 27219, 27417, 9459, 37038, 30535, 28999, 10, 83765, 1557, 94644, 95973, 27450, 4182, 28272, 38428, 27453, 95469, 13409, 28407, 95997, 5435, 29061, 2632, 28719, 27714, 33680, 1781, 39615, 30756, 98777, 34906, 32829, 27694, 35958, 8557, 37654, 35109, 27611, 16572, 11718, 95681, 37754, 351, 98776, 36424, 31713, 56582, 27330, 38512]"
