idx,query_id,pred_rank
9117,9117,"[2241, 4607, 34626, 3053, 1625, 1732, 12670, 5598, 59457, 10223, 34661, 4938, 1656, 12717, 11764, 70, 3507, 56968, 880, 13738, 59272, 1830, 6659, 8506, 5478, 34196, 59244, 1087, 5474, 7716, 3219, 5482, 7221, 8514, 8683, 2899, 57284, 9774, 9878, 1295, 8420, 35108, 865, 34195, 1096, 2232, 2208, 1020, 1444, 9928, 5501, 59235, 3971, 13161, 2023, 21958, 8041, 1154, 56606, 60668, 2693, 2304, 7138, 12976, 170, 1681, 7178, 1764, 59267, 1589, 2230, 33674, 8688, 3795, 10827, 2920, 9820, 79660, 9892, 10232, 2343, 57186, 6909, 5405, 9967, 8010, 10328, 60232, 186, 1821, 2987, 80148, 10525, 3200, 5823, 10583, 10410, 8292, 1439, 1549]"
7370,7370,"[66747, 67302, 63824, 64512, 63826, 63180, 64876, 64778, 65509, 63921, 64799, 63680, 63466, 66760, 63952, 63235, 64269, 68618, 64485, 64165, 64902, 64800, 64338, 63273, 129373, 64680, 63116, 64313, 64253, 64316, 65990, 65557, 64551, 64787, 69864, 69443, 63674, 64545, 63426, 64520, 64675, 63684, 64460, 64477, 66823, 64065, 63376, 63123, 68030, 64487, 63713, 64416, 64553, 63481, 63164, 68729, 129374, 64470, 63173, 63112, 63464, 63745, 63181, 63585, 63149, 68316, 63830, 64427, 63359, 69442, 65138, 63240, 66841, 66050, 64801, 63584, 63501, 63609, 65415, 63136, 63425, 64544, 64565, 63148, 64894, 63500, 64626, 63370, 64521, 64332, 63465, 63377, 64476, 65076, 64863, 64798, 63117, 63704, 64352, 63772]"
2821,2821,"[29733, 38356, 28990, 36540, 33672, 94938, 31321, 36240, 38357, 30403, 39748, 31200, 37496, 35466, 96199, 37234, 31407, 98257, 97925, 30388, 29975, 36037, 98484, 29237, 98485, 28212, 31798, 32761, 99201, 36162, 33653, 36053, 94945, 33176, 96497, 37738, 29021, 37572, 36640, 94937, 35452, 36905, 95915, 35728, 37529, 36001, 37009, 96244, 84278, 29706, 33707, 94967, 27316, 29104, 37166, 39440, 32596, 36865, 33636, 37925, 28650, 32002, 99571, 37875, 99716, 94769, 96053, 30167, 98877, 31533, 84279, 30638, 39648, 98494, 31594, 31871, 98659, 36170, 95056, 28272, 33152, 98198, 35623, 36050, 96576, 95696, 35065, 35795, 38761, 39569, 96487, 99498, 27507, 39567, 35900, 97807, 36737, 38891, 95068, 27927]"
5554,5554,"[16583, 15599, 18037, 14490, 14012, 14491, 14680, 17379, 16585, 16584, 14679, 14186, 15230, 19644, 18036, 14389, 21055, 17893, 16018, 16492, 15351, 16554, 15002, 18052, 15749, 19312, 16331, 16553, 16332, 14359, 19569, 14379, 15205, 16493, 14494, 18898, 16022, 17042, 16550, 16021, 19027, 16513, 16514, 15958, 15674, 14675, 17224, 17321, 14648, 21674, 14991, 16198, 17728, 127971, 16333, 17717, 16561, 16230, 21193, 17043, 21723, 16510, 16032, 15852, 16589, 20597, 21702, 17946, 17428, 15895, 14681, 15046, 21061, 17324, 14155, 16334, 123842, 16037, 17351, 19164, 14572, 17360, 15967, 17977, 16526, 18634, 14510, 18380, 21699, 14699, 19276, 21763, 14450, 21682, 21673, 14399, 14471, 16030, 14978, 21572]"
4240,4240,"[2329, 4676, 34542, 3033, 1631, 11580, 6996, 2466, 187, 3270, 390, 11222, 1831, 5078, 2927, 34623, 1127, 846, 929, 34455, 63099, 1641, 10705, 3666, 4413, 22075, 1832, 2236, 7153, 1980, 2108, 902, 10161, 843, 5747, 12281, 2850, 169, 5307, 5915, 12028, 13823, 395, 7499, 1200, 769, 3638, 6551, 2328, 5794, 3605, 8053, 1591, 6591, 3748, 116, 5030, 1170, 2834, 178, 12065, 8269, 5361, 1995, 4738, 4425, 6504, 9631, 4074, 5809, 8286, 8222, 1785, 665, 1029, 5272, 5723, 708, 6938, 13539, 10433, 1760, 3233, 3995, 8417, 3943, 7179, 6745, 9460, 13766, 7713, 300, 1057, 7652, 34209, 11399, 4389, 8605, 4985, 7849]"
2038,2038,"[29987, 98136, 97804, 99097, 99729, 97875, 99728, 30615, 31221, 99777, 99727, 27584, 39278, 99786, 99774, 99241, 99793, 30646, 99309, 31317, 29006, 99270, 39455, 99764, 99355, 28713, 99733, 35749, 30636, 39204, 38367, 128235, 29449, 32771, 31717, 97718, 27432, 32274, 99245, 99454, 99726, 27813, 31593, 99337, 30863, 94983, 99093, 28238, 36745, 31151, 32182, 99481, 28181, 38512, 119739, 98124, 28709, 28980, 27899, 28426, 30660, 35490, 30724, 29791, 99768, 29415, 37128, 120355, 99085, 99704, 99744, 29112, 28771, 27721, 27511, 30100, 29472, 95073, 31234, 99770, 30650, 35549, 30855, 99393, 28093, 28354, 33215, 99439, 27593, 35745, 97869, 97914, 38127, 99308, 99769, 27796, 29314, 39450, 38351, 27207]"
1364,1364,"[35440, 30493, 29287, 27628, 31222, 27802, 37378, 29137, 31234, 38854, 28773, 29450, 38825, 30935, 36721, 30312, 38566, 30419, 27411, 35860, 30159, 30701, 32004, 29649, 27691, 29431, 32774, 30636, 38711, 38595, 28657, 30154, 33309, 35859, 38401, 28541, 27251, 38859, 39307, 31537, 30819, 27762, 35824, 38860, 30669, 27782, 29972, 30287, 39305, 28042, 38857, 39775, 29913, 28886, 38831, 27862, 28731, 27887, 94977, 27213, 38858, 28197, 27652, 30217, 31017, 31987, 94964, 27950, 38995, 31541, 27917, 31917, 35507, 28273, 32729, 33247, 38817, 94983, 38522, 31633, 30134, 27807, 30254, 30345, 38367, 27771, 27518, 38917, 29082, 39306, 30653, 28118, 39628, 28083, 29043, 28035, 29380, 39785, 35968, 32384]"
8841,8841,"[22, 9047, 79462, 59785, 326, 34431, 11017, 2480, 82096, 7405, 59384, 80028, 82073, 80596, 77502, 79629, 80070, 81626, 59794, 56822, 1107, 8103, 83010, 78548, 89055, 78599, 2797, 81773, 396, 22049, 592, 3916, 1098, 78450, 78446, 10279, 82971, 59795, 81129, 35318, 4184, 8385, 59578, 10798, 51, 78727, 79500, 1618, 80879, 648, 34607, 8019, 690, 279, 79324, 58001, 82152, 3451, 2828, 1042, 60348, 5508, 893, 59374, 189, 3173, 11134, 13375, 4209, 13805, 15, 7688, 34611, 8923, 638, 6453, 1140, 1757, 56920, 1604, 11256, 399, 13575, 34540, 393, 152, 13211, 5660, 4003, 3384, 59880, 6914, 5047, 3903, 5578, 377, 35270, 4295, 8805, 71]"
6021,6021,"[36253, 36694, 36447, 95478, 36968, 36388, 35929, 36419, 99944, 35764, 36040, 94829, 98788, 83924, 35681, 38035, 94640, 99860, 83806, 83923, 33678, 36604, 36286, 37756, 36412, 31498, 36650, 83927, 36020, 32489, 30229, 94625, 39020, 38908, 36018, 36319, 99036, 96127, 39496, 35678, 95628, 96126, 83807, 28547, 83762, 33656, 36320, 36647, 99785, 83887, 94577, 96961, 36048, 99996, 38310, 35961, 36432, 94878, 28016, 35565, 36035, 38805, 38530, 38719, 36315, 84281, 96273, 39531, 98787, 33605, 27574, 39800, 29182, 37175, 95431, 31493, 33679, 97541, 96128, 29113, 99177, 32923, 32974, 36104, 36266, 37789, 28826, 97704, 33623, 36229, 33241, 95226, 28218, 36544, 27361, 98785, 35693, 30093, 35909, 94688]"
9031,9031,"[28202, 28340, 33574, 99132, 35509, 28245, 39088, 36044, 27512, 84094, 37782, 97790, 30504, 33274, 27320, 27680, 38870, 38652, 84021, 99802, 31630, 36043, 38179, 27259, 28272, 30783, 29057, 39211, 95713, 39223, 95818, 99772, 28572, 30043, 98043, 99072, 27165, 27219, 30535, 83765, 95973, 94644, 38428, 95469, 95997, 28407, 28719, 29061, 33680, 98777, 30756, 32829, 37654, 95681, 37754, 98776, 36424, 31713, 38512, 32910, 99645, 27795, 35783, 95472, 32905, 37763, 27750, 97297, 27852, 30903, 30707, 98045, 32852, 94846, 99878, 28941, 35891, 39215, 99784, 39212, 33522, 38373, 97874, 38651, 33523, 28375, 39039, 39428, 38374, 35773, 38739, 37038, 31157, 35840, 95471, 28433, 38781, 95473, 31110, 98041]"
