idx,query_id,pred_rank
9117,9117,"[2241, 3053, 4607, 1625, 34626, 12670, 59457, 12717, 34661, 5478, 3795, 6659, 1863, 3507, 8579, 13738, 880, 7221, 59244, 2987, 8420, 10410, 9686, 9774, 2899, 3205, 8292, 1154, 5501, 11627, 2232, 3942, 4384, 21958, 2735, 7716, 9928, 4315, 59235, 5625, 35108, 4397, 57284, 13161, 4871, 60668, 12976, 1295, 8010, 2693, 10411, 33674, 8823, 8688, 5860, 95423, 10583, 170, 10981, 11757, 6267, 10232, 13890, 1656, 6455, 79660, 1764, 13043, 1314, 9878, 1589, 2304, 1830, 8055, 95003, 5648, 3219, 5405, 186, 2314, 12109, 36120, 1549, 59267, 9967, 7498, 13383, 10450, 3200, 7083, 80148, 1020, 3026, 10827, 22096, 9820, 4249, 34853, 2943, 1096]"
7370,7370,"[66747, 67302, 63824, 63180, 63826, 65509, 64778, 64512, 64876, 64799, 63921, 63680, 66760, 64485, 68618, 63952, 129373, 63235, 64338, 63466, 64800, 63273, 64902, 64269, 64165, 64680, 64253, 65557, 64313, 65990, 64787, 64316, 64470, 63149, 69443, 63674, 64477, 63116, 64675, 64520, 64551, 63426, 69864, 64545, 64460, 68030, 64416, 64487, 64065, 63173, 66823, 63684, 63745, 63240, 129374, 63464, 63376, 63123, 63164, 68729, 63713, 63112, 65415, 66050, 65138, 66841, 63481, 69442, 64427, 64553, 63609, 63585, 63181, 63830, 63584, 63370, 68316, 64552, 64621, 63377, 64801, 63148, 64521, 64626, 64796, 64798, 63603, 63501, 64476, 64311, 65076, 64863, 64332, 63465, 63602, 64352, 64544, 64894, 63772, 63136]"
2821,2821,"[29733, 31798, 38356, 28990, 36540, 98257, 33672, 36240, 30388, 31407, 31321, 35452, 97925, 98485, 37496, 98484, 94938, 31871, 38357, 37234, 29237, 32596, 98021, 36925, 29706, 36037, 99201, 37738, 35466, 29021, 28212, 31200, 96497, 84217, 96487, 33636, 37009, 36162, 33707, 84278, 37166, 37572, 99571, 36053, 17424, 27316, 36905, 108540, 29975, 94945, 98198, 38761, 39748, 30403, 111642, 32761, 84279, 38230, 97691, 96199, 33653, 96244, 31055, 38325, 37529, 36712, 30746, 39569, 36640, 35728, 36001, 32506, 36072, 38891, 31437, 39440, 17745, 27921, 35065, 27949, 38207, 33520, 19510, 97285, 28650, 94991, 27207, 94979, 37925, 39648, 94769, 84303, 36279, 28619, 36865, 99716, 95915, 30638, 98659, 29361]"
5554,5554,"[16585, 15599, 16583, 16584, 15230, 19644, 15674, 21055, 16492, 14490, 16018, 14359, 17224, 16513, 15351, 14491, 15205, 14783, 14012, 15002, 19569, 15749, 14679, 16022, 14186, 14680, 16032, 17893, 14675, 14784, 16198, 19717, 16510, 16021, 21723, 17043, 16493, 16550, 21689, 16514, 15956, 18052, 15520, 14155, 21061, 21572, 17717, 16222, 16041, 15330, 123842, 17042, 21692, 14648, 17044, 21699, 17715, 16230, 15242, 20597, 15741, 17728, 15852, 18898, 15620, 17977, 19276, 17040, 14699, 15358, 17211, 19027, 14554, 16561, 17222, 16589, 21674, 16976, 14823, 18036, 14510, 21501, 14379, 17428, 15046, 14572, 21193, 15589, 17946, 19643, 16051, 127971, 14194, 14389, 14156, 17379, 14978, 21498, 19718, 15680]"
4240,4240,"[3033, 1631, 2329, 665, 116, 6938, 178, 11580, 6996, 1807, 2466, 3270, 34542, 846, 1757, 5078, 34623, 11222, 4676, 10705, 15, 2131, 63099, 543, 4413, 1831, 902, 3666, 187, 1057, 2927, 12281, 189, 843, 769, 7153, 772, 5915, 929, 13823, 795, 6551, 632, 1127, 395, 3605, 5794, 1170, 390, 3748, 12028, 913, 2834, 6591, 2328, 22075, 8090, 8269, 4738, 10433, 4074, 8222, 1064, 1785, 5723, 9460, 3638, 1980, 13539, 1151, 3259, 350, 3995, 5589, 10161, 4985, 7652, 5272, 119, 7847, 5443, 11858, 1995, 1832, 7179, 5809, 34209, 708, 13766, 1641, 6150, 3233, 2236, 4425, 8322, 1048, 1200, 601, 6539, 610]"
2038,2038,"[29987, 98136, 97804, 99729, 99097, 99777, 99241, 31221, 27584, 99728, 30615, 97875, 39278, 99786, 99727, 99733, 99774, 30646, 32771, 99309, 39204, 99270, 99704, 28713, 99793, 29006, 35749, 30636, 38367, 128235, 39455, 99764, 27432, 31317, 94983, 27813, 99726, 99355, 95073, 31089, 99454, 32274, 30660, 36745, 32182, 35490, 31593, 30621, 99337, 29449, 28238, 99093, 99236, 31717, 28426, 28709, 31151, 28980, 28771, 99085, 33215, 99245, 28181, 99481, 30100, 28419, 27721, 38512, 99439, 23756, 99768, 30855, 33135, 38932, 35549, 120355, 99308, 27511, 27899, 30724, 99393, 98124, 28093, 83966, 35745, 29314, 34968, 99108, 27796, 32990, 37128, 99769, 36566, 29112, 31234, 29035, 120937, 27378, 97718, 28354]"
1364,1364,"[35440, 29287, 27802, 37378, 31222, 29450, 38854, 31234, 27628, 30493, 38825, 38566, 30419, 35860, 27411, 32004, 29431, 38595, 38711, 28197, 28773, 33309, 27762, 39307, 38859, 27691, 36721, 35859, 38401, 38831, 29368, 30669, 31537, 27782, 94977, 30345, 28042, 39775, 27862, 35824, 30287, 30636, 27887, 29913, 30312, 38860, 27251, 39305, 28886, 31987, 30935, 27213, 38995, 94964, 29137, 35507, 28541, 38857, 27737, 31917, 94983, 38817, 38522, 31113, 28657, 27807, 30701, 27800, 38858, 30134, 72842, 27771, 38367, 27530, 97548, 39628, 32694, 38917, 29649, 35673, 33247, 29380, 39306, 29082, 28595, 32729, 5082, 27258, 27779, 27382, 27591, 30254, 31017, 39785, 27215, 27707, 30159, 61282, 99269, 31262]"
8841,8841,"[79462, 59785, 22, 34431, 2480, 71, 470, 326, 59384, 598, 82096, 80028, 174, 82073, 7405, 9047, 200, 80596, 532, 463, 77502, 79629, 6524, 11017, 8103, 982, 80070, 1064, 81626, 5098, 1314, 59794, 1098, 78599, 2123, 1107, 78548, 3074, 78450, 89055, 81773, 592, 83010, 2797, 78446, 8385, 82971, 59795, 59578, 79500, 80879, 10279, 81129, 3916, 4184, 1618, 82152, 56822, 78727, 4003, 396, 3451, 79324, 25672, 8019, 35318, 60348, 59374, 279, 189, 13805, 10798, 8923, 51, 2828, 34607, 3173, 15, 34611, 13575, 2492, 34540, 2923, 59880, 7688, 11256, 1604, 13211, 4399, 13375, 5508, 124, 60447, 1151, 6453, 893, 33800, 60543, 1251, 729]"
6021,6021,"[36253, 36694, 36968, 95478, 36388, 35929, 36040, 36419, 99944, 83924, 32489, 30229, 94829, 36650, 98788, 36604, 38035, 35458, 31498, 35681, 98787, 83806, 35489, 36286, 99860, 27959, 32878, 39496, 94640, 28016, 97704, 38530, 35764, 83923, 33678, 28772, 36412, 30104, 27999, 38245, 35445, 29998, 30442, 38719, 38908, 33656, 28928, 35678, 27574, 99482, 27530, 83927, 37756, 99785, 27361, 37175, 30839, 27995, 27823, 27672, 27753, 36018, 28576, 83762, 28528, 27300, 36319, 39531, 36035, 36315, 29760, 35961, 36432, 29182, 27292, 96961, 28190, 98786, 83887, 33402, 36048, 35565, 98698, 39559, 31655, 27568, 33014, 32923, 98700, 28040, 28672, 30066, 98701, 83774, 84165, 98695, 32759, 30994, 98697, 33454]"
9031,9031,"[95997, 94772, 33635, 99132, 84167, 35786, 30749, 33574, 36492, 33653, 36044, 35650, 28668, 28920, 36252, 35509, 28391, 84094, 28340, 28672, 28202, 39090, 35696, 36982, 33644, 28780, 36812, 27680, 27933, 99802, 39088, 28873, 33675, 36469, 97014, 95713, 27320, 33512, 36040, 38870, 33294, 38761, 28272, 28245, 36034, 27512, 38478, 33274, 27277, 35966, 33621, 27795, 97790, 30504, 33077, 30075, 33558, 31393, 36944, 30043, 36581, 27750, 36414, 38899, 28547, 35598, 33575, 27440, 35835, 31477, 27259, 84036, 36063, 98777, 27833, 27694, 27193, 28520, 35866, 35831, 29057, 35970, 39255, 95818, 95973, 27248, 35639, 29078, 33249, 27786, 35823, 36151, 36644, 37038, 37180, 33643, 33672, 33642, 33598, 39211]"
