idx,query_id,pred_rank
9117,9117,"[1154, 3053, 9928, 13161, 35108, 12976, 10411, 1314, 10583, 11757, 6455, 5648, 34626, 12109, 9967, 4249, 10827, 1147, 8488, 57186, 460, 5966, 2345, 58178, 10717, 6777, 387, 2677, 12501, 3683, 383, 700, 8807, 66841, 68316, 6078, 5851, 339, 11649, 1756, 3698, 7902, 8434, 327, 2655, 7843, 10422, 199, 535, 174, 12588, 10589, 3958, 666, 64546, 40, 63674, 63376, 64552, 2916, 4612, 63604, 64814, 63704, 13128, 63772, 64551, 64626, 129374, 63713, 64545, 63584, 63603, 66760, 63136, 63423, 63359, 63273, 63173, 64544, 64523, 64485, 64813, 63500, 63426, 63180, 64470, 4194, 63608, 63240, 63181, 64565, 63223, 66823, 63123, 63830, 64801, 63164, 63372, 63484]"
7370,7370,"[67408, 75848, 76297, 70410, 76107, 77073, 70553, 70644, 70188, 69355, 76311, 68318, 74139, 76409, 73312, 66747, 76208, 65429, 67302, 71913, 63824, 76557, 66027, 64512, 67807, 65509, 71078, 63826, 76315, 67631, 64876, 70646, 67336, 64778, 69197, 63180, 76416, 63124, 64799, 74060, 63921, 74268, 69593, 63680, 69205, 63235, 7457, 75937, 75600, 66760, 11194, 72094, 63952, 74295, 2889, 75599, 64485, 6220, 76181, 129373, 69647, 1497, 70403, 5101, 64165, 63755, 68555, 68618, 1993, 75846, 3509, 67804, 64338, 177, 71427, 63466, 67630, 1057, 70046, 64269, 75856, 7987, 64902, 71334, 5340, 66774, 64800, 68644, 21, 189, 75857, 63273, 69120, 74088, 64253, 3122, 67224, 1540, 63149, 75624]"
2821,2821,"[31798, 29733, 98257, 38356, 35452, 31407, 5794, 31321, 2108, 28990, 6290, 2434, 32596, 35466, 5199, 31871, 7849, 6011, 29237, 2401, 38357, 94938, 2143, 84217, 33636, 7437, 37234, 29021, 10853, 36925, 6739, 28212, 7788, 97925, 27316, 8688, 32761, 9956, 98485, 929, 98021, 98484, 6388, 99201, 5737, 84278, 2180, 29975, 34442, 27207, 4715, 96497, 30403, 33853, 28650, 13739, 94945, 31055, 29199, 38230, 31200, 35728, 96487, 36072, 99571, 30746, 37529, 108540, 39569, 31437, 98198, 31240, 94769, 17424, 28619, 38325, 27949, 94968, 97691, 30388, 29388, 111642, 33239, 96244, 84279, 38891, 99716, 38132, 30044, 35065, 38175, 33653, 36529, 3772, 27932, 38207, 99498, 30167, 1641, 98494]"
5554,5554,"[15599, 13856, 8151, 4497, 8283, 7917, 1118, 2646, 111, 282, 6056, 10460, 3879, 3331, 2889, 4774, 24, 56607, 1050, 2329, 13914, 2880, 458, 803, 1567, 4965, 16584, 34243, 15230, 2892, 6271, 1168, 16585, 8375, 3329, 2151, 2347, 7716, 19644, 5164, 58124, 729, 2289, 16583, 494, 21055, 1214, 2077, 7793, 5718, 6689, 611, 7906, 16492, 8568, 4523, 16018, 5921, 4801, 15351, 1848, 3513, 8785, 8707, 4683, 10252, 9689, 2387, 16513, 5673, 6815, 2009, 3075, 15002, 9730, 2824, 5877, 3931, 1603, 5604, 19569, 10394, 8520, 178, 1281, 2978, 7234, 6550, 15749, 2983, 3840, 2825, 16022, 2617, 9861, 11523, 106, 10345, 17893, 4679]"
4240,4240,"[2329, 11580, 1631, 38357, 37010, 3270, 2466, 5078, 99910, 6996, 846, 34623, 37660, 63099, 37215, 35898, 96070, 94945, 10705, 35727, 37234, 95068, 11222, 36197, 36506, 95321, 12028, 95629, 95320, 4413, 35728, 2328, 37939, 98877, 12281, 95056, 95322, 33176, 3033, 13823, 99201, 36514, 99498, 98021, 37529, 902, 3605, 4738, 843, 5915, 6551, 7153, 6591, 4676, 9460, 34209, 8222, 2834, 8269, 3748, 11858, 1170, 13539, 4074, 4985, 3233, 33897, 3995, 1315, 5723, 6539, 7652, 665, 7847, 1480, 13766, 8106, 543, 60052, 8322, 7179, 3721, 5720, 1004, 2786, 6150, 21985, 750, 3881, 6716, 34082, 3544, 35105, 2718, 1741, 27646, 616, 56749, 4542, 5589]"
2038,2038,"[57542, 8776, 13598, 5858, 944, 68, 29987, 9785, 13121, 117, 5746, 2363, 98136, 27584, 97804, 99729, 31221, 30615, 99097, 99241, 99777, 30646, 32771, 39278, 99728, 97875, 99786, 99727, 29006, 30636, 99733, 99774, 31089, 35749, 30660, 27432, 99309, 31317, 27813, 28713, 32182, 35490, 38367, 39204, 99270, 32274, 99704, 99764, 36745, 99793, 28426, 29449, 39455, 30621, 33215, 95073, 27796, 31151, 27378, 94983, 28238, 28419, 27721, 28980, 99726, 31593, 99355, 99454, 27899, 128235, 30724, 28771, 28197, 38512, 99085, 27417, 30100, 2431, 99337, 31717, 99093, 189, 29314, 33135, 29472, 99236, 32452, 4270, 99481, 30650, 7330, 29791, 28709, 1763, 23756, 99245, 28354, 30863, 12991, 28181]"
1364,1364,"[29287, 27802, 31234, 29450, 35440, 37378, 35860, 38854, 30493, 38825, 38566, 29431, 32004, 33309, 27411, 38711, 8733, 38595, 7621, 35859, 38859, 3212, 30287, 28042, 3565, 38401, 3231, 27782, 1626, 39307, 22079, 30312, 31222, 2103, 28657, 6826, 27213, 10818, 31987, 28773, 38831, 4209, 35824, 35507, 94977, 27628, 39775, 38857, 27887, 39305, 32694, 28886, 27862, 38860, 27807, 29380, 30701, 38522, 38858, 30935, 31917, 213, 27771, 150, 38367, 38995, 94983, 709, 27917, 38917, 35673, 4315, 5082, 39628, 8556, 29649, 33656, 8038, 30159, 3879, 39306, 30134, 1687, 30254, 31633, 1581, 27691, 94964, 31017, 361, 33247, 578, 38929, 32729, 29121, 9965, 31359, 27762, 30819, 12580]"
8841,8841,"[79462, 2480, 34431, 25343, 59785, 7405, 8103, 1107, 59384, 2797, 592, 82073, 11017, 82096, 8385, 326, 80028, 79629, 78599, 59794, 80070, 80596, 77502, 89055, 1618, 78548, 10279, 81626, 4184, 4003, 25672, 59795, 83010, 279, 3916, 81773, 3451, 79500, 396, 78450, 56822, 1098, 82971, 10798, 80879, 60348, 23000, 78446, 59578, 2828, 13805, 34607, 8923, 3173, 59374, 2492, 35318, 6453, 7688, 59880, 81129, 23108, 11256, 34540, 13575, 1604, 8019, 13375, 1251, 3903, 5508, 22304, 82152, 4209, 13211, 60447, 78727, 22395, 79324, 34611, 13594, 24341, 33800, 8805, 11665, 26099, 56920, 2591, 6178, 24189, 84341, 58001, 1781, 26305, 26609, 60497, 23186, 84347, 12172, 23151]"
6021,6021,"[36253, 36694, 36968, 95478, 36040, 35929, 83924, 36388, 38035, 36419, 36650, 32489, 36604, 30229, 94829, 36286, 31498, 99944, 98788, 83923, 33678, 35764, 38530, 83806, 94640, 35681, 28016, 35678, 39496, 98787, 38719, 99860, 29998, 30442, 36412, 37756, 38908, 33656, 97704, 30104, 83762, 27574, 35961, 83927, 36035, 35565, 33402, 39531, 32923, 37175, 27361, 30066, 36432, 83774, 36018, 29182, 31655, 99482, 36048, 36020, 28528, 29113, 83887, 27753, 99785, 83807, 16842, 33605, 36319, 39020, 36544, 15088, 33575, 28218, 33679, 36315, 39559, 32335, 27933, 14180, 27729, 33623, 27959, 94625, 35765, 84165, 96961, 14235, 35583, 98786, 33534, 35909, 14971, 98698, 38682, 37739, 31493, 98700, 14217, 29614]"
9031,9031,"[33574, 28340, 84094, 28202, 99132, 35509, 36044, 28245, 95997, 39088, 27680, 99802, 27512, 33274, 27320, 27795, 28272, 38870, 95713, 30504, 27750, 27833, 33680, 32617, 36043, 30043, 27440, 27259, 37038, 94644, 37768, 29057, 28017, 29061, 97790, 27694, 98777, 30756, 33249, 84021, 36151, 95973, 27452, 95818, 28719, 38179, 11610, 27686, 39211, 27746, 38652, 58432, 99072, 31630, 27786, 9459, 27567, 10, 97297, 35891, 31511, 1557, 98043, 37782, 4182, 15507, 35783, 28572, 13409, 39615, 30783, 5435, 95681, 2632, 27804, 99645, 1781, 39223, 27417, 38428, 95469, 34906, 27714, 27219, 16572, 97294, 8557, 35109, 98993, 98045, 27165, 11718, 36424, 32600, 351, 32829, 39212, 27611, 56582, 38512]"
